Subject,Gender,Handedness,Age_in_Yrs,PicSeq_Unadj,PicSeq_AgeAdj,CardSort_Unadj,CardSort_AgeAdj,Flanker_Unadj,Flanker_AgeAdj,PMAT24_A_CR,PMAT24_A_SI,PMAT24_A_RTCR,ReadEng_Unadj,ReadEng_AgeAdj,PicVocab_Unadj,PicVocab_AgeAdj,ProcSpeed_Unadj,ProcSpeed_AgeAdj,ListSort_Unadj,ListSort_AgeAdj,CogFluidComp_Unadj,CogFluidComp_AgeAdj,CogEarlyComp_Unadj,CogEarlyComp_AgeAdj,CogTotalComp_Unadj,CogTotalComp_AgeAdj,CogCrystalComp_Unadj,CogCrystalComp_AgeAdj
597869,1,70,32,95.13,84.96,109.59,99.11,101.93,92.39,22,0,13774,126.7377,120.7966,117.5233,107.3849,125.64,122.43,117.39,112.66,110.22,102.34,105.26,89.74,121.96,115.98,123.37,118.86
598568,1,95,26,135.55,130.24,126.42,112.47,128.76,115.75,14,5,5281,134.79,129.74,128.39,130.2,124.52,115,108.06,98.44,133.36,129.1,142.95,139.4,153.36,153.36,133.77,135.99
599065,1,65,24,125.71,121.69,138.38,118.41,116.83,106.76,18,1,15240,123.99,119.02,110.05,102.57,125.22,116.21,108.06,98.44,130.96,124.72,131.77,126.45,134.63,131.2,117.77,114.39
599469,0,90,32,88.97,76.87,123.78,113.49,117.89,110.99,20,0,27241,115.79,105.45,107.89,91.51,102.51,89.54,93.9,84.01,103.79,92.41,110.01,98.01,107.3,92.34,112.14,97.77
599671,1,75,27,97.46,84.93,123.4,109.51,127.95,115.46,15,4,15650,123.8,118.89,113.14,107.75,104.07,85.53,93.9,80.7,109.41,93.38,119.13,108.99,118.25,109.11,119.64,117.19
601127,1,95,22,120.32,114.48,119.76,105.71,135.1,119.39,23,0,33629,130.7911,126.8584,121.1434,118.558,129.82,121.65,130.38,123.73,136.44,133.29,134.31,128.85,153.36,153.36,127.38,128.01
604537,1,10,23,109.47,101.87,121.72,107.68,125.78,113.49,22,0,28925,119.6239,113.4489,136.049,141.0514,131.64,123.33,117.39,108.26,128.69,120.58,133,127.59,143.48,141.24,129.18,131.28
609143,0,55,32,125.71,125.19,111.13,100.76,112.31,105.02,14,5,11460,130.1047,124.2434,130.9742,128.7012,119.98,115.61,117.39,112.66,121.4,119.74,127.15,123.78,140.38,138.3,133.54,131.38
611231,0,100,34,102.93,96.04,96.37,85.62,115.5,108.74,6,13,4919,90.65,70.33,91.29,64.08,105.13,93.32,100.43,93.3,102.02,89.37,99.45,80.36,93.42,70.47,92.23,62.69
611938,1,85,22,107.09,98.68,118.76,104.39,115.73,105.81,23,0,14910,129.4115,125.0482,127.6962,128.8571,144.47,136.71,108.06,98.44,124.33,115.69,122.74,113.37,139.79,136.63,129.96,131.96
613235,0,100,28,135.55,130.24,109.37,94.96,104.91,93.69,17,2,10299,112.8999,102.4747,112.6769,107.2085,115.83,103.13,130.38,123.73,125.24,116.5,119.39,109.31,126.41,120.49,113.16,105.39
613538,0,70,27,113.72,107.36,113.13,98.55,99.48,87.88,21,0,11521,114.38,104.73,117.17,113.09,110.14,94.43,121.89,113.85,112.62,98.66,111.78,97.33,118.26,109.15,116.49,112.03
614439,0,70,27,108.93,101.12,109.85,95.39,102.92,91.46,,,,130.4894,126.4242,134.9644,138.2257,91.62,68.79,117.39,108.26,104.91,86.4,117.14,105.72,126.87,121.37,134.28,137.73
615441,1,100,25,95.65,83.35,107.51,92.93,94.72,82.62,10,9,5925,104.6949,89.2002,110.3255,103.1809,93.82,71.1,91.07,76.81,93.04,68.28,100.06,78.27,97.17,74.94,107.78,93.58
615744,0,100,30,121.82,118.72,114.38,104.22,115.12,108.23,17,2,31540,112.4368,99.0224,109.1192,93.61913,146.95,143.14,108.06,102.63,128.85,129.28,118.65,111.82,127.31,123.38,110.96,95.15
616645,1,55,25,135.55,130.24,115.85,101.5,87.79,74.45,23,0,23668,131.344,127.2626,125.7132,125.6458,96.06,74.17,126.18,118.14,113.55,99.99,120.46,110.82,130.74,126.1,129.95,131.95
617748,0,85,30,112,108.22,110.82,100.42,106.95,98.93,15,4,6609,126.8465,121.0564,120.3895,111.5755,112.27,104.04,108.06,102.63,110.33,102.56,114.55,105.56,123.8,118.49,125.08,121.22
618952,1,100,22,135.55,130.24,100.89,86.96,91.72,79,20,0,14170.5,112.3592,101.2281,115.6296,111.2759,97.15,75.77,117.39,108.26,108.29,91.8,111.96,97.5,112.7,100.42,114.52,108.15
620434,0,55,29,104.95,96.13,113.2,98.66,105.81,94.78,12,7,4699.5,106.9,92.67,118.15,114.45,112.38,98.23,117.39,108.26,111.41,96.65,111.27,96.57,113.88,102.38,112.92,104.82
622236,1,65,23,104.57,95.75,114.95,100.48,115.5,105.49,12,7,6594.5,119.6187,113.4444,113.6821,108.3791,118.67,106.9,104.06,94.33,112.43,98.37,113.95,100.59,118.58,109.95,117.26,113.76
623137,0,90,35,120.32,117.41,107.79,97.03,104.16,95.28,15,4,12779,120.0389,112.3075,128.9983,125.6791,115.83,109.72,112.89,107.32,113.48,108.21,118.93,112.27,127.15,123.18,126.23,122.74
623844,1,50,26,118.7,112.44,133.93,117.52,119.7,108.88,19,0,13669,121.97,116.76,103.07,88.53,122.44,112.3,121.89,113.85,131.8,126.03,125.12,117.16,131.82,127.35,112.9,104.81
626648,0,75,25,93.23,79.93,116.94,102.53,114.06,103.75,22,0,25875,123.217,118.3353,133.7276,136.431,126.95,118.18,126.18,118.14,118.07,107.81,117.58,106.65,134.34,130.65,129.93,131.92
627549,0,80,33,116.13,113.29,129.77,118.61,106.44,98.24,9,10,4498,115.19,104.35,105.42,86.53,102.71,89.71,96.99,88.33,110.99,103.52,117.52,110.22,111.75,100.13,110.52,94.12
627852,1,60,28,121.82,116.16,105.43,90.63,98.07,86.65,21,0,21490,120.6847,114.7918,121.7409,119.2167,102.91,83.82,112.89,103.57,107.85,91.11,113.24,99.61,119.32,110.7,122.67,121.52
628248,1,60,26,105.09,96.42,118.13,103.63,104.54,93.15,19,0,13680,125.3596,121.027,117.4663,113.3908,115.83,103.13,130.38,123.73,116.97,106.06,112.54,98.32,127.17,122.12,122.76,122
633847,0,80,25,96.23,84.16,117.58,103.01,115.12,105.01,18,1,19485,124.9584,120.3644,120.778,118.133,138.72,131.89,126.18,118.14,124.21,115.57,114.31,101.23,134.4,130.69,123.98,123.89
634748,0,75,22,118.7,112.44,139.01,118.76,116.85,106.77,24,0,45932.5,134.7757,129.7145,137.4778,145.006,137.25,130.65,112.89,103.57,133.95,129.53,140.14,137.12,153.36,153.36,138.84,142.59
635245,1,-75,30,118.7,114.88,111.29,101,103.04,94,22,0,19447,118.6812,110.181,127.8158,123.1474,113.4,105.92,121.89,117.24,,,118.79,112,,,124.36,120.7
638049,0,65,32,125.07,122.27,106.54,95.78,108.4,100.49,21,0,29903,120.31,112.57,119.29,110.06,100.96,87.23,112.89,107.32,111.47,104.48,118.01,111.09,120.91,114.61,121,114.86
644044,1,85,32,86.23,71.85,96.74,85.95,114.15,107.01,10,9,5500,114.0613,102.4372,124.7764,118.5611,113.4,105.92,100.43,93.3,99.68,85.29,104.52,88.77,110.74,98.33,120.57,114.11
644246,0,85,35,101.51,93.32,103.9,92.85,94.11,83.55,21,0,30859,112.287,98.82289,119.9684,111.0406,94.92,78.35,117.39,112.66,99.92,85.66,103.74,87.48,108.03,93.35,116.8,107.24
645450,0,85,30,135.55,134.81,114.09,103.87,106.41,98.16,23,0,19990,114.4602,102.9736,116.4542,106.0896,115.83,109.72,126.18,122.75,125.7,125.18,124.11,119.07,129.22,125.22,116.01,105.72
645551,0,90,25,135.55,130.24,106.48,91.88,100.04,88.42,20,0,21517.5,113.82,104.08,118.31,114.7,71.74,47.35,121.89,113.85,106.32,88.69,118.61,108.15,112.92,100.68,116.71,112.44
647858,1,70,27,135.55,130.24,112.44,97.83,110.3,99.7,20,0,15654.5,125.3818,121.1257,114.9331,110.2005,129.82,121.65,100.43,89.14,122.45,113.03,124.47,115.95,131.17,126.48,121.5,119.69
650746,1,95,28,119.72,113.39,115.09,100.69,115.12,105.01,8,11,3155,116.81,108.99,120.21,117.52,110.75,95.74,117.39,108.26,118.26,108.09,123.13,113.86,126.35,120.03,119.7,117.27
654350,0,45,30,114.48,111.31,108.82,98.22,117.28,110.62,12,7,4180,132.921,126.6173,135.6389,133.8487,119.98,115.61,108.06,102.63,115.24,111.86,125.4,121.41,137.63,134.46,136.28,136.3
654552,0,100,31,108.93,103.5,121.28,111.31,108.14,100.28,20,0,39425,111.7691,97.96395,111.4654,98.7542,142.84,138.6,112.89,107.32,124.33,123.01,114.34,105.42,124.51,119.19,111.88,97.24
654754,0,90,34,125.07,122.27,126.04,115.73,117.09,110.41,8,11,5452,100.03,81.41,102.32,81.33,110.81,101.57,100.43,93.3,118.77,116.79,123.24,117.77,110.68,98.09,101.3,77.25
656253,1,-55,28,104.95,96.13,122.09,108.16,110.74,100.09,21,0,16999,125.3274,120.9012,124.1626,122.9126,104.06,85.5,121.89,113.85,114.15,100.89,119.13,108.98,128.29,123.17,126.6,126.5
656657,1,65,25,98.57,86.78,113.15,98.6,119.39,108.67,21,0,12940,118.4551,111.4787,116.7232,112.4825,98.16,77.17,108.06,98.44,106.78,89.34,113.65,100.11,114.72,103.65,118.58,115.64
657659,0,75,23,108.89,101.07,108.28,93.73,106.78,95.92,22,0,32835,112.033,100.7544,124.1021,122.6169,151.81,142.86,96.99,85.26,116.5,105.41,113.77,100.23,123.97,117.26,119.15,116.44
660951,0,55,30,125.71,125.19,99.99,88.63,105.2,96.5,13,6,8840,103.0834,85.27905,121.6853,113.2326,86.42,67.13,121.89,117.24,107.2,97.87,115.63,107.12,110.63,97.96,112.81,98.94
662551,1,70,27,92.5,78.94,111.14,96.42,110.08,99.56,19,0,14200,117.7445,110.6445,117.5599,113.6066,106.57,89.14,121.89,113.85,108.2,91.6,107.67,90.32,116.26,105.95,118.68,115.81
663755,0,40,25,97.46,84.93,126.65,112.78,109.62,99.22,22,0,9330,125.1381,120.6348,116.7398,112.4969,119.98,108.74,108.06,98.44,113.61,100.14,114.71,101.83,124.4,117.89,122.41,121.03
664757,1,95,26,115.73,109.65,120.38,106.42,112.7,102.12,13,6,5910,90.02322,70.60241,106.8153,96.09736,106.57,89.14,108.06,98.44,114.06,100.78,116.71,105.15,105.19,87.39,98.71,76.97
665254,0,-60,33,118.7,114.88,127.52,117.11,120.7,113.21,20,0,10972.5,115.01,104.08,110.02,95.48,114.97,108.59,117.39,112.66,126.18,125.99,125.68,121.76,126.85,122.5,112.9,99.22
667056,1,80,22,125.71,121.69,128.85,114.52,116.83,106.76,20,0,15240,107.0149,92.96995,113.9938,108.7726,128.25,119.78,126.18,118.14,134.21,130,129.05,123.24,132.11,127.77,110.71,100.4
668361,1,60,31,102.38,95.26,119.62,109.72,118.28,111.44,7,12,3090,126.7189,120.7848,109.9828,95.42813,117.2,111.48,108.06,102.63,114.56,110.34,114.58,105.61,122.6,116.54,119.51,112.06
671855,1,60,27,135.55,130.24,104.88,90.13,114.12,103.84,19,0,19490,126.1058,122.0106,126.2156,126.5148,122.72,112.44,121.89,113.85,126.17,117.7,127.33,120.44,139.46,135.87,127.56,128.53
672756,1,100,33,83.66,68.53,129.19,118.31,118.15,111.27,20,0,17538,109.32,94.5,112.13,99.73,113.26,105.67,121.89,117.24,114.67,110.63,111.73,101.02,114.99,105.5,110.9,95.03
673455,0,95,35,135.55,134.81,105.99,95.24,107.82,99.86,23,0,28548,127.4157,121.6694,121.5555,113.0654,133.26,131.33,133.93,131.78,131.77,132.74,123.37,118.01,143.66,143.38,126.21,122.73
675661,1,80,31,101.64,93.83,106.64,95.83,105.85,97.4,15,4,11190,110.9038,96.55882,121.217,112.4883,137.25,136.19,133.93,131.78,121.02,119.42,109.13,96.24,126.01,120.89,116.7,107.05
677766,1,80,29,113.72,110.21,123.42,113.28,99.55,89.59,16,3,10770,121.4681,114.3172,119.0355,109.7367,115.83,109.72,112.89,107.32,114.55,110.31,116.74,108.98,124.49,119.11,121.6,115.85
677968,0,80,35,116.13,113.29,114.06,103.82,109,101.3,22,0,28076.5,115,104.07,110.59,96.91,107.75,96.85,117.39,112.66,114.33,109.81,114.33,105.39,116.7,108.37,113.17,99.84
679568,0,65,29,125.71,125.19,120.05,110.25,120.7,113.21,24,0,34726,118.6265,110.0894,122.7243,114.3596,137.25,136.19,108.06,102.63,130.52,131.39,130.87,128.53,137.96,135.55,121.97,116.55
679770,1,90,26,113.72,107.36,109.7,95.32,112.21,101.52,9,10,5750,106.7394,92.39191,104.1698,90.52829,125.64,116.46,96.99,85.26,112.6,98.64,110.38,95.12,109.11,94.12,105.72,89
680250,0,25,25,135.55,130.24,110.02,95.46,112.56,101.9,19,0,18370,118.8547,112.116,124.79,123.7243,124.27,114.51,108.06,98.44,123.05,113.76,128.11,121.62,133.44,129.4,123.14,122.58
680452,0,100,35,101.57,93.58,95.56,84.72,103.64,94.61,11,8,10119,120.0696,112.3477,110.6525,97.04552,109.05,98.75,108.06,102.63,101.46,88.49,101.11,83.36,108.43,94.2,115.84,105.47
680957,0,100,30,135.55,134.81,122.66,112.59,116.57,109.7,18,1,20068.5,118.2,109.33,104.29,84.74,109.17,99.08,112.89,107.32,125.51,124.7,126.85,123.09,125.12,120.11,111.48,96.32
683256,0,100,30,105.56,99.3,127.93,117.39,119.25,112.1,13,6,6369,124.43,118.15,121.44,112.83,119.83,115.38,93.9,84.01,114.73,110.81,124.77,120.05,126.61,122.15,124,120.18
685058,1,75,33,115.73,112.28,112.86,102.69,116.96,110.3,21,0,51730,131.34,125.2,121.72,113.3,116.81,110.93,108.06,102.63,115.8,112.68,121.5,116.1,130.98,127.58,127.89,125.4
686969,1,60,25,114.48,108.85,120.11,106.1,118.12,107.74,19,0,26800,114.2966,104.5872,122.7075,120.128,119.98,108.74,121.89,113.85,124.63,115.88,125.12,117.17,131.39,126.78,119.69,117.26
687163,1,75,22,125.71,121.69,118.6,104.14,104.72,93.52,20,0,14264,111.8073,100.1479,116.6664,112.4607,118.67,106.9,126.18,118.14,124.22,115.61,120.75,111.18,126.82,121.15,114.77,108.7
688569,0,85,28,108.42,100.41,109.49,95.1,104.41,93.03,18,1,13192.5,128.6121,125.2658,153.0889,153.0889,107.49,89.85,112.89,103.57,,,,,,,,
689470,1,65,36,101.19,92.75,108.73,98.13,109.29,101.53,16,3,17690.5,114.9094,103.9017,128.7634,125.0625,109.05,98.75,100.43,93.3,104.21,93.17,113.75,104.15,116.63,108.12,123.15,118.23
690152,1,80,30,125.71,125.19,133.12,120.52,129.71,119.32,23,0,32730,129.12,123.24,130.78,127.92,121.44,117.82,117.39,112.66,134.91,136.55,143.01,142.89,153.36,153.36,132.82,130.87
692964,1,100,25,103.93,94.9,109.19,94.7,119.16,108.44,10,9,5480,105.4079,90.26259,108.4124,99.02767,114.52,101.27,104.06,94.33,110.65,95.14,110.74,95.69,108.72,93.42,107.2,92.17
693461,0,25,33,135.55,134.81,117.33,107.22,109.09,101.39,20,0,26260,123.5719,116.9477,112.1143,99.66167,106.57,95.29,108.06,102.63,117.78,115.63,124.75,119.92,124.81,119.8,118.87,111.03
693764,1,70,31,95.13,84.96,119.69,109.84,103.46,94.47,18,1,19915,127.3352,121.5218,120.3936,111.5783,96.06,80.03,117.39,112.66,105.2,94.26,110.05,98.11,119.32,111.99,125.32,121.72
694362,0,80,22,107.69,99.03,102.35,88.09,96.25,84.46,16,3,14714.5,118.4842,111.5575,110.9772,104.6504,129.82,121.65,108.06,98.44,108.65,92.32,103,83.23,113.53,101.91,115.29,109.88
695768,1,10,27,98.57,86.78,107.06,92.55,98.48,86.81,20,0,19105,100.6038,83.66571,100.4121,83.26414,115.83,103.13,104.06,94.33,102.95,83.39,98.99,76.76,98.62,77.24,100.71,80.22
698168,1,100,25,95.13,82.67,122.66,108.74,117.71,107.39,12,7,6709.5,124.6594,119.9026,118.8907,115.3779,110.12,94.38,104.06,94.33,110.22,94.49,116.32,104.23,121.66,114.33,123.11,122.53
700634,1,50,30,110.13,105.8,129.89,118.97,115.73,108.96,18,1,16665,104.7909,87.61424,117.965,107.9393,138.72,136.87,108.06,102.63,126.9,127.38,124.53,119.72,126.53,122,111.65,96.67
701535,0,90,33,112.39,109.02,116.37,106.25,118.51,111.59,20,0,19199,126.5484,120.4662,123.8785,116.9863,134.82,133.66,121.89,117.24,127.47,127.96,123.45,118.15,139.77,137.79,126.81,123.51
702133,0,90,34,122.66,120.31,107.73,96.9,101.82,92.3,23,0,26457,114.33,102.79,113.14,101.5,103.52,90.92,130.38,127.41,114.67,110.58,112.58,102.43,118.22,110.23,114.32,101.99
704238,1,50,26,106.6,98.32,114.89,100.39,108.08,97.41,11,8,3712,128.77,124.48,121.77,119.23,121.61,110.98,108.06,98.44,112.92,99.05,115.13,102.3,127.31,122.15,126.88,127.06
705341,1,65,33,135.55,134.81,110.45,99.87,111.89,104.52,24,0,24825.5,123.76,117.34,130.62,127.42,120.97,116.9,108.06,102.63,121.7,119.88,130.59,128.34,136.4,133.06,128.51,126.4
706040,0,60,23,114.48,108.85,97.21,83.95,108.46,97.81,10,9,4905,100.7164,83.9836,96.24004,75.8055,73.35,47.98,108.06,98.44,97.41,75.13,102.79,82.62,94.51,71.26,98.75,77.07
707749,1,70,32,121.82,118.72,98.58,87.52,116.22,109.41,8,11,4925,111.1425,96.86956,119.4351,110.292,117.2,111.48,100.43,93.3,111.54,104.7,116.97,109.2,116.57,107.98,115.75,105.35
709551,0,75,33,135.55,134.81,123.13,113.04,121.64,113.84,19,0,17260,120.8525,113.4046,119.674,110.6847,140.59,137.66,126.18,122.75,140.08,142.52,135.26,133.46,150.12,148.49,121.61,115.86
713239,0,-100,30,135.55,134.81,117.07,106.93,109.47,101.72,24,0,19322,124.48,118.23,123.85,116.91,119.95,115.55,121.89,117.24,127.39,127.95,129.33,126.98,138.71,136.4,125.63,122.3
715041,0,-60,32,97.46,87.29,101.33,90.04,111.15,103.89,19,0,25978,103.0799,85.2425,101.7915,80.55302,107.8,96.97,104.06,97.6,102.46,90.09,101.16,83.45,99.53,79.62,102.55,79.28
715647,0,55,33,135.55,134.81,125.06,114.78,120.56,113.07,14,5,9921,126.44,120.33,122.38,113.94,116.36,110.39,126.18,122.75,133.51,135.11,136.71,136.08,145.19,146.1,126.12,122.63
715950,0,95,29,135.55,130.24,113.06,98.49,107.48,96.6,18,1,12294.5,127.3842,123.3815,116.5789,112.2975,126.95,118.18,112.89,103.57,125.18,116.39,124.22,115.52,134.5,130.94,123.33,122.74
720337,1,-25,23,113.72,107.36,126.59,112.68,126.01,113.67,24,0,21579,126.9333,122.9514,112.9808,107.4892,144.47,136.71,104.06,94.33,131.18,125.03,126.9,119.43,137.95,134.4,121.3,119.3
723141,1,80,31,105.63,99.48,110.87,100.49,107.18,99.24,22,0,25615,122.4627,115.9052,130.8386,128.0009,107.8,96.97,112.89,107.32,108.67,100.11,116.4,108.3,124.83,119.82,128,125.56
724446,1,85,24,116.13,110.97,125.09,111.05,122.95,111.73,21,0,11371,125.4318,121.1654,129.2438,131.626,133.26,125.28,121.89,113.85,132.48,127.16,133.08,127.62,148.92,146.39,128.57,130.77
725751,1,50,29,95.13,82.67,106.14,91.47,124.92,112.94,16,3,13155.5,102.52,86.45,108.15,98.46,103.4,84.73,121.89,113.85,110.85,95.5,108.76,92.08,107.72,91.56,105.53,88.79
727553,0,70,27,111.46,104.6,122.23,108.33,116.22,106.27,15,4,8100,140.056,131.6158,135.7043,140.1863,109.05,92.66,121.89,113.85,119.3,109.41,129.1,123.29,147.14,145.3,140.99,145.76
727654,0,100,25,109.47,101.87,108.63,94.11,117.71,107.39,18,1,13924.5,110.72,98.18,115.5,111.11,113.91,100.38,117.39,108.26,114.94,102.4,115.08,102.29,117.63,108.16,113.51,106.15
728454,1,70,22,109.04,103.95,125.81,115.41,112.21,104.87,10,9,3334.5,112.7433,99.55409,129.9566,127.0175,135.98,134.92,108.06,102.63,123.14,121.74,125.69,121.77,133.22,130.01,122.74,117.78
729254,1,35,25,98.57,86.78,108.08,93.57,107.48,96.6,12,7,5200,109.27,96.16,115.42,110.95,103.8,85.32,108.06,98.44,103.54,84.25,107.06,89.34,107.69,91.46,112.77,104.34
729557,0,70,24,91.62,77.53,111.01,96.35,117.09,106.91,12,7,6948.5,113.22,102.9,112.81,107.28,111.39,96.46,108.06,98.44,107.18,90.11,108.09,91.1,111.02,97.5,113.44,105.89
731140,0,55,31,125.71,125.19,119.45,109.42,130.09,119.46,8,11,3055,111.7999,98.04171,112.2355,99.95929,118.67,113.48,121.89,117.24,131.34,132.5,130.12,127.7,130.89,127.28,112.28,98.08
732243,0,90,32,135.55,134.81,109.36,98.92,101.1,91.63,21,0,23180,123.47,116.72,123.86,116.94,111.74,103.19,121.89,117.24,118.84,116.85,122.97,117.54,131.17,127.93,125.12,121.35
733548,0,95,35,121.82,118.72,122.99,112.86,115.12,108.23,21,0,17706,120.06,112.34,121.76,113.33,120.14,116.06,117.39,112.66,125.61,124.96,127.71,124.78,134.34,131.6,122.39,117.1
734045,1,85,23,119.72,113.39,133.93,117.52,127.53,115.1,9,10,2980,129.21,124.9,120.49,117.89,112.82,98.79,121.89,113.85,131.37,125.41,135.94,131.89,143.8,141.74,126.7,126.67
734247,0,55,33,119.72,116.37,96.5,85.78,98.01,88.1,,,,122.0248,115.2156,127.7766,123.1216,87.6,68.15,121.89,117.24,102.9,91.06,111.21,100.3,118.53,110.97,126.7,123.1
735148,1,100,22,125.71,121.69,136.1,118.05,123.33,112.02,11,8,6000,103.0969,86.88958,109.336,100.9502,154.69,144.35,117.39,108.26,144.09,141.09,133.55,128.22,136.74,132.38,106.47,90.69
737960,0,100,24,105.6,97.37,127.95,113.61,114.8,104.57,21,0,29150,128.9706,124.6949,125.0669,124.219,144.47,136.71,112.89,103.57,128.61,120.46,124.5,116.08,142.13,139.12,128.47,130.26
742549,1,75,27,91.62,77.53,125.14,111.15,107.82,97.03,22,0,44263,113.661,103.7797,112.8504,107.3027,126.95,118.18,104.06,94.33,111.92,97.46,109.7,93.91,115,104.07,113.66,106.45
744553,0,80,31,112.39,109.02,107.22,96.42,97.65,87.78,18,1,14489,125.9736,119.8981,115.7736,105.2944,110.12,100.43,112.89,107.32,107.55,98.27,108.27,94.81,118.74,111.38,122.35,116.99
745555,0,100,35,92.5,81.15,126.11,115.87,107.87,99.93,21,0,30461,110.44,95.83,106.46,88.64,107.06,96,96.99,88.33,104.89,93.82,108.23,94.77,105.74,89.55,108.69,90.05
748258,0,80,25,97.46,84.93,143.94,119.65,119.16,108.44,18,1,17459,110.94,98.65,107.95,98.23,126.95,118.19,112.89,103.57,126.36,118.32,122.36,112.86,124.4,117.84,109.64,98.05
748662,0,85,33,125.71,125.19,110.9,100.51,102.77,93.6,12,7,6760,123.73,117.28,119.85,110.92,101.97,88.92,117.39,112.66,112.75,107.16,118,111.08,124.37,118.9,123.12,118.15
749058,1,15,24,122.66,117.47,112.52,97.87,119.7,108.88,24,0,16364.5,117.5717,110.3085,120.0951,117.2996,134.82,127.45,137.98,132.49,135,130.88,125.01,117.01,140.43,137,120,117.8
749361,0,50,29,92.14,78.19,119.17,104.99,104.59,93.3,10,9,3370,123.73,118.78,116.26,111.84,121.47,110.92,93.9,80.7,105.08,86.61,107.98,90.88,115.93,105.18,121.34,119.37
751348,1,95,26,102.77,93.17,114.13,99.52,116.72,106.68,21,0,29031,135.73,130.29,120.06,117.27,107.67,90.77,117.39,108.26,112.74,98.8,116.04,103.78,129.36,124.48,129.25,131.29
751550,0,85,29,93.55,82.8,107.35,96.59,107.92,99.98,14,5,24055,130.3805,124.4957,128.4837,124.3482,97.15,81.57,100.43,93.3,98.58,83.33,109.67,97.33,119.02,111.73,131.67,130.07
753150,1,100,23,125.07,118.78,130.44,115.87,112.21,101.52,20,0,18608,126.8726,122.8662,113.7765,108.4447,113.4,99.57,117.39,108.26,125.87,117.39,127.68,120.87,134.2,130.36,121.65,120.16
753251,1,100,29,113.72,107.36,132.68,116.88,120.63,109.55,20,0,20950.5,121.28,115.69,117.63,113.68,124.77,115.38,112.89,103.57,127.84,119.97,128.84,122.76,134.47,130.88,120.58,118.56
756055,1,-80,25,122.66,117.47,106.51,91.9,91.5,78.72,11,8,4430,111.52,99.35,103.74,89.76,101.58,82.1,96.99,85.26,101.75,81.36,105.36,86.7,102.88,83.64,107.88,93.76
757764,0,100,36,122.66,120.31,101.25,89.97,91.03,79.16,22,0,22214.5,122.3495,115.6855,135.8287,134.002,113.4,105.92,117.39,112.66,109.18,100.67,114.81,106.01,127.69,123.97,131.09,129.53
759869,1,85,34,108.89,103.34,122.46,112.49,110.78,103.51,13,6,3380,124.23,117.88,128.67,124.72,106.64,95.47,126.18,122.75,117.36,114.74,123.32,117.9,132.5,129.49,127.83,125.32
760551,0,-50,29,135.55,130.24,115.42,101.01,105.88,94.83,10,9,5369.5,112.3454,101.1885,98.22707,78.76172,128.25,119.78,117.39,108.26,126.87,119.36,116.63,104.85,120.85,113.01,105.49,88.67
761957,0,85,30,125.71,125.19,116.53,106.37,122.84,114.95,21,0,29202,128.78,122.83,120.2,111.39,124.09,120.42,112.89,107.32,126.67,127.16,129.01,126.69,138.32,136.24,126.21,122.73
763557,1,80,27,125.71,121.69,114.04,99.36,113.5,103.23,22,0,24535,130.4456,126.4037,137.489,145.0265,106.57,89.14,130.38,123.73,122.89,113.6,131.74,126.25,143.96,141.92,135.28,139.4
765056,1,75,26,116.13,110.97,98.61,85.25,111.68,101.11,24,0,24087,125.32,120.89,134.96,138.23,111.36,96.45,130.38,123.73,115.14,102.98,118.94,108.71,134.41,130.7,133.1,134.34
765864,0,85,29,114.48,108.85,111.29,96.66,107.04,96.19,23,0,30030,140.3496,131.7117,128.147,129.7454,106.57,89.14,121.89,113.85,113.53,99.9,118.81,108.42,135.81,132.08,136.24,140.52
766563,1,95,27,101.57,91.25,102.98,88.55,106.59,95.64,16,3,16380,112.1293,100.8957,114.9479,110.3022,110.12,94.38,108.06,98.44,104.4,85.75,105.98,87.61,109.19,94.26,114.01,107.09
767464,0,90,30,94.1,83.57,111.2,100.86,114.7,107.67,16,3,10745,121.7059,114.7271,119.6124,110.5864,98.16,83.22,108.06,102.63,103.58,92.1,110.33,98.84,114.92,105.45,121.96,116.53
769064,1,80,27,125.07,118.78,118.71,104.28,123.33,112.02,21,0,21479,123.9672,119.0103,124.2677,123.157,96.06,74.17,108.06,98.44,116.01,104.54,132.02,126.58,129.07,124.23,125.56,125.56
770352,0,100,29,98.06,88.26,121.41,111.42,114.06,106.83,22,0,17030,107.1,91.03,120.91,112.15,105.63,94.21,104.06,97.6,108.48,99.52,116.33,108.24,112.91,102.09,114.54,102.6
771354,0,90,26,135.55,130.24,128.57,114.32,119.58,108.76,22,0,18735,128.17,123.94,130.05,132.36,129.49,121.43,130.38,123.73,138.48,136.39,140.95,137.31,153.36,153.36,131.1,132.65
773257,1,75,28,106.6,98.32,121.37,107.41,106.66,95.73,17,2,20340,120.3751,114.242,119.8017,116.907,119.98,108.74,108.06,98.44,113.79,100.46,116.33,104.26,123.64,116.66,121.41,119.6
774663,1,70,28,135.55,130.24,107.93,93.41,94.89,82.74,23,0,15460,112.8618,102.3892,118.6114,114.9112,131.64,123.33,121.89,113.85,123.59,114.49,117.23,106.01,127.43,122.46,116.46,111.98
779370,0,80,27,135.55,130.24,118.69,104.26,113.97,103.71,22,0,18881,99.02,81.47,107.97,98.26,119.46,108.32,108.06,98.44,125.16,116.38,125.4,117.56,117.98,108.62,103.64,85.52
